word,weight
mempopulerkan,1
memprovokasi,-2
memuaskan,2
memuja,2
memukul,-2
memuliakan,2
memunahkan,-4
memuntahkan,-2
memutuskan,-2
menagkap,-3
menajiskan,-2
menakut-nakuti,-4
menakuti,-4
menampar,-2
menangguhkan,-2
menangkap,-3
menarik,2
mencabut,-2
mencampuri,-2
mencapai,2
mencekek,-2
mencemarkan,-2
mencubit,-2
menculik,-2
mendambakan,-2
mendengkur,-2
mendera,-2
mendistorsi,-2
mendominasi,-2
mendukung,2
mendustakan,-2
menegakkan,-2
menegang,-3
menelan,-2
meneliti,-2
menembak,-2
menentramkan,2
menertawakan,-2
menetralisir,-2
mengagetkan,-2
mengajak,1
mengaku,-2
mengalir,1
mengamputasi,-2
mengancam,-4
menganiaya,-4
mengantuk,-2
mengecam,-2
mengecualikan,-2
mengeksekusi,-2
mengekspos,-2
mengelabui,-2
mengeluh,-2
mengepung,-2
mengerang,-2
mengerikan,-4
menggairahkan,1
menggambarkan,-2
mengganggu,-2
menggantung,-2
menggelepar,-2
menggembirakan,3
menggenangi,-2
menggeram,-2
menggerutu,-2
menggoda,1
menggulingkan,-2
menggumpalkan,-2
mengguncang,-2
menggusur,-2
menghadapi,-3
menghalangi,-2
menghalau,-2
menghambur-hamburkan,-2
menghantam,-2
menghapuskan,-2
menghargai,3
menghiasi,1
menghibur,2
menghidupkan,3
menghilangkan,-2
menghormati,1
mengigil,1
mengikis,-2
mengilhami,3
menginfeksi,-2
mengingini,-2
menginjak-injak,-2
mengintai,-1
menginvasi,-2
mengisap,-2
mengobati,2
mengoceh,-2
mengolok-olok,-3
mengomeli,-2
mengoyakkan,-2
menguap,-2
mengucilkan,-2
mengulur-ulur,-2
mengundi,-2
menguntungkan,-2
mengurangi,-2
menguras,-2
mengurungkan,-1
mengusut,-2
menimbulkan,-2
menimbun,-2
meningkatkan,2
menisik,-2
menjejalkan,-2
menjengkelkan,-3
menjerat,-2
menonaktifkan,-2
menuduh,-2
menumbangkan,-2
menunangkan,3
menyalahgunakan,-2
menyalahkan,-2
menyamarkan,-2
menyambut,2
menyangkal,-2
menyapa,-2
menyayangkan,-2
menyebalkan,-2
menyelundupkan,-2
menyemburkan,-2
menyendiri,-2
menyensor,-2
menyeret,-2
menyeringai,2
menyesatkan,-2
menyinggung,-3
menyobek,-2
menyumbat,-2
meratap,-2
merayakan,2
mereda,-2
merendahkan,-2
merengek,-3
merevitalisasi,2
meriam,-2
meringis,-2
merisaukan,-4
merugikan,-3
merusak,-2
mohon,-2
monoton,-2
moodi,-3
muah,3
mulia,4
munafik,-3
mundur,-2
murni,2
naif,-2
nasib,-2
negatif,3
nomor,1
nonsens,-2
nyepam,-2
okays,1
oks,1
omongkosong,-2
openminded,1
optimal,1
optimis,2
optimisme,2
otokrasi,-3
otokrat,-2
padat,-2
paksaan,-2
palsu,-2
pangsit,1
paranoid,-3
parasit,-3
partisi,1
party,1
pasangan,2
pecah,-2
pecandu,-2
pecundang,-3
pelacur,-3
pelaku,-2
pelakunya,-2
pelanggaran,-2
pelarian,-2
peledak,-2
pelonggaran,1
pelukan,3
pemalas,-2
pemalu,-3
pembalasan,-3
pembangkangan,-2
pembantaian,-2
pembenci,-4
pemberang,-2
pemberontak,-2
pemberontakan,-2
pembuangan,-2
pembubaran,-2
pembunuh,-2
pembunuhan,-4
pembusukan,-2
pemeliharaan,1
pemerkosa,-4
pemisahan,-2
pemogokan,-2
pemukulan,-3
pemula,-2
pemuliaan,-2
pemusnahan,-4
penawaran,1
pencabutan,-2
pencemooh,-3
pencinta,4
pencuri,-2
pencurian,-2
penderita,-4
pendiri,-2
penebus,-2
penerus,1
penetralan,-2
pengacau,-2
penganiayaan,-4
pengasingan,-2
pengawasan,-2
pengecualian,-2
pengecut,-2
pengembara,-2
pengemis,-2
pengepungan,-2
penggantian,1
penggugat,-2
pengisap,-2
pengkhianat,-3
pengkhianatan,-3
pengotor,-2
pengunduran,-2
pengungsi,-2
penipuan,-2
penjahat,-3
penolakan,-2
penuh,-2
penyalahgunaan,-2
penyembah,1
penyerangan,-3
penyesalan,-3
penyihir,-1
penyiksaan,-4
penyitaan,-2
penyok,-2
penyusutan,-2
peperangan,-3
perampok,-2
perangkap,-2
perbesaran,1
perbudakan,-2
perceraian,-2
perdamaian,1
perfeksionis,1
pergolakan,-2
perintah,-2
perjuangan,2
perkelahian,-2
perkosaan,-4
permen,2
persaingan,-2
perselisihan,-2
perseteruan,-3
pertahanan,-1
pertempuran,-2
pertengkaran,-2
pertunangan,3
perusak,1
perzinahan,-3
pesimis,-3
petualangan,1
picik,-2
pidana,-2
pintar,1
pisau,-2
popularitas,2
propaganda,-2
proporsional,-2
pujian,2
racun,-4
radian,1
rakasa,1
rapuh,-2
reaktif,-2
regangan,-2
rengekan,-2
repot-repot,-2
reruntuhan,1
revolusi,1
riuh,-2
ruam,-2
sabotase,-2
saham,1
saingan,-2
salam,2
salut,2
samar-samar,-2
saraf,-3
sayang,3
sebaliknya,-2
sedu-sedan,-4
sejujurnya,1
sekarat,-2
sekilas,1
sempurna,2
sengatan,-2
sengit,-3
sengketa,-2
senjata,-2
sentimental,3
sepele,-2
sepintas,-2
serasi,1
seringai,2
seru,3
sihir,-2
silau,-2
simpati,2
sinis,-2
skandal,-3
sok,-2
sopan,3
sulit,-2
supel,1
surga,4
suspensi,-2
syirik,-2
syok,-3
tabrakan,-2
tabu,-2
takhayul,-2
tandus,-2
tanggungjawab,2
tantangan,-2
tarif,2
tawanan,-2
tawaran,1
tawuran,-2
teduh,1
tegas,1
teman,2
tembakan,-2
tempa,-1
tempur,-2
tenggelam,-2
tengik,-3
teramati,-1
terang-benderang,2
terang-terangan,-1
teratur,2
terbahak-bahak,3
terbalik,-2
terbata-bata,-2
terbelah,-2
terburuk,-3
tercekik,-3
tercerah,2
terdakwa,-2
terdepresiasi,-2
terhadap,1
terhormat,2
terisak,-4
terisak-isak,-4
terjawab,1
terkatakan,1
terkekek-kekek,3
terkendali,2
terkesan,2
terkubur,-3
terkulai,-2
terlambat,-2
terlatih,1
terletak,1
terlihat,1
terlindungi,3
ternilai,4
terobsesi,-3
teroris,-3
tersedak,-4
tersedu-sedu,-4
tersembuhkan,-1
terserang,-2
tertahankan,-4
tertunduk,-3
tiba-tiba,-2
tidur,1
tipis,-1
tipu,-2
tipuan,-2
toleran,2
toleransi,2
tombak,-2
tragis,-3
tuduhan,-2
tumpahan,-2
tusukan,-3
ultimatum,-2
unarm,1
unggul,4
valid,-2
waduh,-3
wakil,-2
waktunya,-2
waspada,-2
waspadalah,-2
wow,3
wtf,-3
yatim,-2
ampuh,5
antibodi,2
antre,-2
asma,-3
berat,-2
cacar,-4
cepat,4
chip,-3
deg,-5
efikasi,3
hahaha,3
halal,5
hepatitis,-3
infeksi,-3
influenza,-4
kebal,4
legal,4
linu,-2
lockdown,-3
mengerti,3
paham,3
pegal,-4
prioritas,2
reda,3
resiko,-3
seharian,-3
semoga,5
sertifikat,3
terinfeksi,-5
terpercaya,3
vitamin,3
